1.30481555	2.24617278	4.45730738	4.37633935
1.30149938	2.24229025	4.47067485	4.38159687
1.29868063	2.23776063	4.48464993	4.38786545
1.29586187	2.23366240	4.49923263	4.39231413
1.29320893	2.22977987	4.51381532	4.39453846
1.29055599	2.22546594	4.52819548	4.39777386
1.28806886	2.22266189	4.54257563	4.39979598
1.28558172	2.22028923	4.55574056	4.40080705
1.28176812	2.21791657	4.56931057	4.40121147
1.27579900	2.21489682	4.58247550	4.40100926
1.26817179	2.21101429	4.59402013	4.40121147
1.26004715	2.20777885	4.60617238	4.40100926
1.25043024	2.20346492	4.61791955	4.40121147
1.24048171	2.19871960	4.62986926	4.40080705
1.23119641	2.19440568	4.64100881	4.40020041
1.22174530	2.19052315	4.65113569	4.39858271
1.21362067	2.18685631	4.66004733	4.39554952
1.20582765	2.18297378	4.66855390	4.39312298
1.19770301	2.17930694	4.67706047	4.38988758
1.19107066	2.17564010	4.68333913	4.38442784
1.18510154	2.17218896	4.68961779	4.37937253
1.18112212	2.16938491	4.69589645	4.37492386
1.17946403	2.16658086	4.70014974	4.36905970
1.17863499	2.16442390	4.70318780	4.36400439
1.17846918	2.16248263	4.70663094	4.36016236
1.17830337	2.16032567	4.70906139	4.35672475
1.17747433	2.15795301	4.71088422	4.35348935
1.17614786	2.15493326	4.71270706	4.35045616
1.17531881	2.15148212	4.71412482	4.34863625
1.17399234	2.14738389	4.71513751	4.34641192
1.17150521	2.14306997	4.71534004	4.34378315
1.16818903	2.13897174	4.71513751	4.34014333
1.16437543	2.13444211	4.71513751	4.33549245
1.15906954	2.13034389	4.71534004	4.33084156
1.15243719	2.12667705	4.71534004	4.32538183
1.14597064	2.12365730	4.71534004	4.31870882
1.13983571	2.11934338	4.71534004	4.31102475
1.13602211	2.11459806	4.71513751	4.30253183
1.13287174	2.10942135	4.71513751	4.29424112
1.13071622	2.10467603	4.71513751	4.28493935
1.12988718	2.09993071	4.71493497	4.27705307
1.12938975	2.09518539	4.71493497	4.26936900
1.12872652	2.09022438	4.71473243	4.26208935
1.12740004	2.08547906	4.71473243	4.25582077
1.12657100	2.08073374	4.71412482	4.24995661
1.12574196	2.07555703	4.71392228	4.24429466
1.12391806	2.06951754	4.71311213	4.23964378
1.12176254	2.06239956	4.71209945	4.23559953
1.12093350	2.05614437	4.71047915	4.23155528
1.12076769	2.05010487	4.70906139	4.22811767
1.12076769	2.04428107	4.70723855	4.22468006
1.12043607	2.03975145	4.70521317	4.22265794
1.12060188	2.03565322	4.70379541	4.22164688
1.12076769	2.03177069	4.70278273	4.22063581
1.12027026	2.02745676	4.70197258	4.21962475
1.11877798	2.02228005	4.70136496	4.21901812
1.11711989	2.01775043	4.70095989	4.21861369
1.11529600	2.01278942	4.70095989	4.21841148
1.11347210	2.00653422	4.70095989	4.21820927
1.11032173	2.00049473	4.70095989	4.21820927
1.10667393	1.99510232	4.70095989	4.21800705
1.10402099	1.99035700	4.70075735	4.21800705
1.10103643	1.98604308	4.70095989	4.21800705
1.09788606	1.98216055	4.70116243	4.21780484
1.09556474	1.97806232	4.70095989	4.21760263
1.09407246	1.97439548	4.70095989	4.21719820
1.09340922	1.97202282	4.70095989	4.21638935
1.09340922	1.96943447	4.70116243	4.21558050
1.09357503	1.96641472	4.70136496	4.21477166
1.09357503	1.96361067	4.70177004	4.21335617
1.09357503	1.96145370	4.70197258	4.21092962
1.09357503	1.95929674	4.70298526	4.20830086
1.09357503	1.95692408	4.70420049	4.20607652
1.09340922	1.95455142	4.70582079	4.20445882
1.09324341	1.95153167	4.70784616	4.20122343
1.09224856	1.94829623	4.70946646	4.19839245
1.09108790	1.94549218	4.71169437	4.19535927
1.08926400	1.94268813	4.71412482	4.19171944
1.08760591	1.93902129	4.71696034	4.18888847
1.08727429	1.93535445	4.72060602	4.18585528
1.08710848	1.93211901	4.72465677	4.18201325
1.08661106	1.92931496	4.72972020	4.17877785
1.08677687	1.92737369	4.73336587	4.17594688
1.08677687	1.92543243	4.73782170	4.17352033
1.08694268	1.92392255	4.74329021	4.17089157
1.08744010	1.92305977	4.74713842	4.16765617
1.08777172	1.92198129	4.75220185	4.16482520
1.08843496	1.92025572	4.75767036	4.16239865
1.08976143	1.91809875	4.76212619	4.15997210
1.09141952	1.91615749	4.76597440	4.15815219
1.09324341	1.91378483	4.76962007	4.15653449
1.09573055	1.91205926	4.77265813	4.15329909
1.09854930	1.91054938	4.77589873	4.15026591
1.10169967	1.91011799	4.77873426	4.14682830
1.10451842	1.90990229	4.78136724	4.14440175
1.10667393	1.90947090	4.78420277	4.14076192
1.10783460	1.90882381	4.78663321	4.13489776
1.10766879	1.90774533	4.78845605	4.12883139
1.10650812	1.90623546	4.78987381	4.12236060
1.10485004	1.90343141	4.79108904	4.11508095
1.10352356	1.90041166	4.79210172	4.10618361
1.10120224	1.89803900	4.79331695	4.09748847
1.09838349	1.89588204	4.79453217	4.08879334
1.09523312	1.89480356	4.79594994	4.07989600
1.09208275	1.89415647	4.79655755	4.07180750
1.08860076	1.89394077	4.79696262	4.06473007
1.08545040	1.89415647	4.79736770	4.05825927
1.08329488	1.89415647	4.79716516	4.05340618
1.08196841	1.89415647	4.79716516	4.04814865
1.08130517	1.89415647	4.79716516	4.04410441
1.08080775	1.89394077	4.79716516	4.04107122
1.08014451	1.89394077	4.79716516	4.03824025
1.07964708	1.89372507	4.79696262	4.03581370
1.07881804	1.89329368	4.79716516	4.03399379
1.07583348	1.89221520	4.79716516	4.03318494
1.07185407	1.89092102	4.79696262	4.03298272
1.06804046	1.88876406	4.79696262	4.03257830
1.06372943	1.88574431	4.79676008	4.03257830
1.05776031	1.88315596	4.79594994	4.03257830
1.05063053	1.87970482	4.79493725	4.03237609
1.04283751	1.87668507	4.79291187	4.03257830
1.03355221	1.87388102	4.79068396	4.03237609
1.02294044	1.87107697	4.78764590	4.03237609
1.01183125	1.86870431	4.78339262	4.03257830
1.00055625	1.86633165	4.77913933	4.03257830
0.98878381	1.86352760	4.77427843	4.03278051
0.97750881	1.86093924	4.76880992	4.03298272
0.96706285	1.85856658	4.76354395	4.03318494
0.95827498	1.85576253	4.75767036	4.03399379
0.95164262	1.85295848	4.75139170	4.03500485
0.94699997	1.85037012	4.74592319	4.03702697
0.94451284	1.84842886	4.74045468	4.03925131
0.94501027	1.84605620	4.73498617	4.04127343
0.94666836	1.84389923	4.73113796	4.04289113
0.94832645	1.84195797	4.72668214	4.04410441
0.95064777	1.84023240	4.72263139	4.04430662
0.95313490	1.83872252	4.71979587	4.04450883
0.95512461	1.83764404	4.71696034	4.04471104
0.95628527	1.83656556	4.71473243	4.04450883
0.95645108	1.83505569	4.71290960	4.04410441
0.95645108	1.83289872	4.71088422	4.04309334
0.95645108	1.82987898	4.70987153	4.04167786
0.95611946	1.82729062	4.70926392	4.03803803
0.95578785	1.82556505	4.70865631	4.03358936
0.95545623	1.82427087	4.70865631	4.02893848
0.95512461	1.82383948	4.70845377	4.02226547
0.95446137	1.82405518	4.70845377	4.01498582
0.95396395	1.82405518	4.70845377	4.00851503
0.95396395	1.82427087	4.70845377	4.00224644
0.95412976	1.82491796	4.70845377	3.99618007
0.95429557	1.82621214	4.70865631	3.98991149
0.95479299	1.82880050	4.70885885	3.98627166
0.95595365	1.83268303	4.70885885	3.98283405
0.95860660	1.83613417	4.70906139	3.97899202
0.96258601	1.84001670	4.70987153	3.97636326
0.96689704	1.84454632	4.71128930	3.97393671
0.97137388	1.84929164	4.71331467	3.97171237
0.97833785	1.85489974	4.71554258	3.96989246
0.98546764	1.86050785	4.71858064	3.96766813
0.99292904	1.86590025	4.72161870	3.96665706
1.00005882	1.87193975	4.72506184	3.96544379
1.00602794	1.87797925	4.72891005	3.96402830
1.01100220	1.88337165	4.73215065	3.96261282
1.01382096	1.88768558	4.73559379	3.96099512
1.01547904	1.89178381	4.74085976	3.95897299
1.01697132	1.89523495	4.74572066	3.95654644
1.01763456	1.89847039	4.74997394	3.95533317
1.01829780	1.90278432	4.75503738	3.95371547
1.01962427	1.90752964	4.75929066	3.95189556
1.02194559	1.91313774	4.76334141	3.94886237
1.02526177	1.92025572	4.76678455	3.94502034
1.02791471	1.92780508	4.77043022	3.94158273
1.03139670	1.93578585	4.77448097	3.93895397
1.03720001	1.94355091	4.77853172	3.93733627
1.04383236	1.95131598	4.78258247	3.93632521
1.05129376	1.95929674	4.78683575	3.93571857
1.06074487	1.96684611	4.79027889	3.93571857
1.07284892	1.97396409	4.79351949	3.93592078
1.08694268	1.98086637	4.79716516	3.93592078
1.10053900	1.98647447	4.80060830	3.93592078
1.11396952	1.99014131	4.80465904	3.93592078
1.12640519	1.99359245	4.80891233	3.93612299
1.13419821	1.99661220	4.81215293	3.93592078
1.13850924	2.00006334	4.81539353	3.93592078
1.14049895	2.00373017	4.81843159	3.93612299
1.14364932	2.00804410	4.82106457	3.93592078
1.14746292	2.01365220	4.82369756	3.93592078
1.15243719	2.01947600	4.82592547	3.93612299
1.16188829	2.02680967	4.82896353	3.93612299
1.17448977	2.03479044	4.83179906	3.93612299
1.18792029	2.04212411	4.83443204	3.93592078
1.20135081	2.05053626	4.83605234	3.93592078
1.21312324	2.05894842	4.83706503	3.93592078
1.22472986	2.06757627	4.83807772	3.93592078
1.23434678	2.07620412	4.83949548	3.93592078
1.24031590	2.08375349	4.84071070	3.93592078
1.24578759	2.09151856	4.84192593	3.93612299
1.25208833	2.09842084	4.84273608	3.93612299
1.25706259	2.10424464	4.84334369	3.93592078
1.26087620	2.11006844	4.84354623	3.93592078
1.26435819	2.11653932	4.84374876	3.93612299
1.26701113	2.12257882	4.84374876	3.93571857
1.26933245	2.12775553	4.84354623	3.93571857
1.26966407	2.13357933	4.84354623	3.93592078
1.26949826	2.13940313	4.84354623	3.93592078
1.26999569	2.14544262	4.84354623	3.93592078
1.27016150	2.15256060	4.84334369	3.93592078
1.26999569	2.16032567	4.84293861	3.93592078
1.27148797	2.16852213	4.84253354	3.93571857
1.27480415	2.17736567	4.84212847	3.93592078
1.27944679	2.18620922	4.84172339	3.93571857
1.28375783	2.19483707	4.84111578	3.93612299
1.28707400	2.20324923	4.84050817	3.93672963
1.29022437	2.21101429	4.83949548	3.93794291
1.29320893	2.21856366	4.83848279	3.93976282
1.29685673	2.22697582	4.83726757	3.94218937
1.30000710	2.23517227	4.83645742	3.94623361
1.30299166	2.24293734	4.83503966	3.95088450
1.30829754	2.25048671	4.83362189	3.95432211
1.31492990	2.25825177	4.83179906	3.95897299
1.32089902	2.26558545	4.83038130	3.96423052
1.32637071	2.27119355	4.82957115	3.96888140
1.32885784	2.27572317	4.82855846	3.97413892
1.32819461	2.28025279	4.82795085	3.97878981
1.32554166	2.28564520	4.82774831	3.98344069
1.32106482	2.29125330	4.82754577	3.98647388
1.31559313	2.29578293	4.82754577	3.98890043
1.31061887	2.30246951	4.82734323	3.99051812
1.30630783	2.31001888	4.82754577	3.99213582
1.30332327	2.31756825	4.82754577	3.99436016
1.30133357	2.32511762	4.82774831	3.99618007
1.30000710	2.33245129	4.82774831	3.99860662
1.29735415	2.33892218	4.82774831	4.00083096
1.29403798	2.34474598	4.82795085	4.00305529
1.29088761	2.34949130	4.82876100	4.00689733
1.28723981	2.35294244	4.82997622	4.01094158
1.28309459	2.35596219	4.83098891	4.01417697
1.27928099	2.35898193	4.83281174	4.01963671
1.27662804	2.36264877	4.83503966	4.02570308
1.27563319	2.36545282	4.83665996	4.03096060
1.27463834	2.36739409	4.83828025	4.03682476
1.27430672	2.36976675	4.84030563	4.04349777
1.27430672	2.37386498	4.84293861	4.05057520
1.27364348	2.37753181	4.84557160	4.05724821
1.27264863	2.38098295	4.84840712	4.06392122
1.27215120	2.38421840	4.85205280	4.06998759
1.27231701	2.38659106	4.85590101	4.07585175
1.27231701	2.38982650	4.85873653	4.08232255
1.27215120	2.39414043	4.86319236	4.08859113
1.27215120	2.39910144	4.86805325	4.09546635
1.27215120	2.40427815	4.87169893	4.10173493
1.27215120	2.40967056	4.87655983	4.10941900
1.27215120	2.41398448	4.88182580	4.11750750
1.27264863	2.41743562	4.88668670	4.12519157
1.27430672	2.42023968	4.89215521	4.13388670
1.27778871	2.42304373	4.89782625	4.14258184
1.28276297	2.42541639	4.90349730	4.15168139
1.28922952	2.42822044	4.90835820	4.16179201
1.29851482	2.43124019	4.91321910	4.17149821
1.30962401	2.43425993	4.91807999	4.18140661
1.32123063	2.43706398	4.92273836	4.19131502
1.33184240	2.43922095	4.92759925	4.20021236
1.33980123	2.44073082	4.93185254	4.20830086
1.34477550	2.44159361	4.93549821	4.21638935
1.34709682	2.44159361	4.93975150	4.22184909
1.34742844	2.44159361	4.94339717	4.22730882
1.34759425	2.44159361	4.94785299	4.23195971
1.34875491	2.44159361	4.95170121	4.23539732
1.35107623	2.44159361	4.95575195	4.23762165
1.35422660	2.44224070	4.96000524	4.23883493
1.35754278	2.44310348	4.96365091	4.23944157
1.36102477	2.44418196	4.96749912	4.23964378
1.36633065	2.44569184	4.97114480	4.23964378
1.37163654	2.44784880	4.97458793	4.23923935
1.37710823	2.45000576	4.97803107	4.23903714
1.38324316	2.45151564	4.98167674	4.23863272
1.38838323	2.45280981	4.98593003	4.23782387
1.39402074	2.45388829	4.98957570	4.23661059
1.40065309	2.45518247	4.99301884	4.23418404
1.40662221	2.45647665	4.99625944	4.23074643
1.41143067	2.45820222	4.99990511	4.22569112
1.41541008	2.45971209	5.00334825	4.22083803
1.41723398	2.46057488	5.00598123	4.21537829
1.41706817	2.46165336	5.00861422	4.20809865
1.41673655	2.46273184	5.01063959	4.20223449
1.41623913	2.46359463	5.01286750	4.19535927
1.41424942	2.46424172	5.01489288	4.18888847
1.41010420	2.46488880	5.01651318	4.18201325
1.40479831	2.46553589	5.01772840	4.17574467
1.39849758	2.46639868	5.01853855	4.16988051
1.39236265	2.46726146	5.01894363	4.16320750
